size	state	dataset	V7	pacbio_frag_ID	steps	inter_chr	inter_char_proportion	num_chr	max_span	min_coordinate	max_coordinate	max_int_dist	min_int_dist	sum_dists	first_to_last_frag_dist	chr	different_compartment_ints_number	number_of_compartment_types	compartment	number_of_compartments	different_compartment_index_ints_number	first_compartment	percentage_downstream	number_of_simplified_chrom_states	simplified_chrom_state	class	full_dataset_ID
long	ns	26APR16	39382	ns_26APR16_long_39382	1	1	1	2	NA	79856392	175319029	-Inf	Inf	NA	NA	*	0	2	non_unique_compartment	2	0	NA	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	39509	ns_26APR16_long_39509	1	1	1	2	NA	38979482	104356345	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	39798	ns_26APR16_long_39798	3	1	0.3333333333333333	2	NA	57700512	116650647	3546620	18479	NA	NA	*	0	1	plus	2	1	plus	NA	3	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	40219	ns_26APR16_long_40219	1	1	1	2	NA	135882638	206688379	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	40367	ns_26APR16_long_40367	3	2	0.6666666666666666	2	NA	92502737	128464590	9962	9962	NA	NA	*	2	2	non_unique_compartment	2	2	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	40442	ns_26APR16_long_40442	2	2	1	2	NA	23388392	111043035	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	3	2	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	40559	ns_26APR16_long_40559	2	2	1	2	NA	57616720	101333424	-Inf	Inf	NA	NA	*	2	2	non_unique_compartment	2	2	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	40673	ns_26APR16_long_40673	2	0	0	1	92791524	7899218	100691309	92791524	4655647	97447171	88135877	chr11	1	2	non_unique_compartment	3	2	minus	0.5	1	Active	1	ns long 26APR16
long	ns	26APR16	40788	ns_26APR16_long_40788	7	2	0.2857142857142857	2	NA	40727099	76875677	883383	1715	NA	NA	*	0	1	minus	2	2	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	40934	ns_26APR16_long_40934	1	1	1	2	NA	56758648	60116289	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	41092	ns_26APR16_long_41092	3	1	0.3333333333333333	2	NA	18596784	154475059	84718209	11158	NA	NA	*	0	1	plus	3	2	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	41254	ns_26APR16_long_41254	3	0	0	1	31719756	84263345	115983705	29475740	2244016	45218020	18221492	chr10	1	2	non_unique_compartment	4	3	plus	0.6666666666666666	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	41347	ns_26APR16_long_41347	1	1	1	2	NA	161272838	202674795	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	42086	ns_26APR16_long_42086	1	1	1	2	NA	914020	107267457	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	43060	ns_26APR16_long_43060	3	2	0.6666666666666666	2	NA	84771110	116737713	747569	747569	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	1	Inactive	2	ns long 26APR16
long	ns	26APR16	43466	ns_26APR16_long_43466	3	1	0.3333333333333333	2	NA	50176078	60330032	3279518	122421	NA	NA	*	0	1	minus	3	2	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	43612	ns_26APR16_long_43612	1	1	1	2	NA	6374180	96203613	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	43796	ns_26APR16_long_43796	1	1	1	2	NA	147079524	193825954	-Inf	Inf	NA	NA	*	0	1	minus	2	1	minus	NA	1	Inactive	2	ns long 26APR16
long	ns	26APR16	44044	ns_26APR16_long_44044	3	2	0.6666666666666666	2	NA	16540682	24600045	4277	4277	NA	NA	*	0	1	plus	2	2	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	44273	ns_26APR16_long_44273	2	1	0.5	2	NA	152490705	190206088	1904056	1904056	NA	NA	*	0	1	minus	2	1	minus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	44314	ns_26APR16_long_44314	6	1	0.16666666666666666	2	NA	27273144	43827446	3520482	60664	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	44453	ns_26APR16_long_44453	1	0	0	1	8571078	103134488	111705963	8571078	8571078	8571078	8571078	chr7	1	2	non_unique_compartment	2	1	plus	0	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	44485	ns_26APR16_long_44485	1	1	1	2	NA	32168347	136221644	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Inactive	2	ns long 26APR16
long	ns	26APR16	45696	ns_26APR16_long_45696	1	0	0	1	380707	46165359	46546839	380707	380707	380707	380707	chr18	0	1	plus	1	0	plus	1	1	Active	1	ns long 26APR16
long	ns	26APR16	45959	ns_26APR16_long_45959	2	1	0.5	2	NA	38362772	224812272	456235	456235	NA	NA	*	2	2	non_unique_compartment	3	2	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	46148	ns_26APR16_long_46148	1	1	1	2	NA	40722784	73602071	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	46191	ns_26APR16_long_46191	2	0	0	1	266374	196341644	196608750	146102	120272	266374	266374	chr1	0	1	minus	1	0	minus	0	1	Active	1	ns long 26APR16
long	ns	26APR16	46895	ns_26APR16_long_46895	1	1	1	2	NA	20603913	68544298	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	46933	ns_26APR16_long_46933	5	3	0.6	2	NA	166728410	222238344	909153	26924	NA	NA	*	0	1	plus	2	3	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	47287	ns_26APR16_long_47287	1	1	1	2	NA	39434469	102609433	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	NA	2	ns long 26APR16
long	ns	26APR16	47419	ns_26APR16_long_47419	1	1	1	2	NA	40698175	49489992	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	47707	ns_26APR16_long_47707	2	0	0	1	1726777	361829	2090030	1726777	751255	2478032	975522	chr16	0	1	plus	1	0	plus	0.5	1	Active	1	ns long 26APR16
long	ns	26APR16	47730	ns_26APR16_long_47730	1	1	1	2	NA	82887782	114466118	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	NA	2	ns long 26APR16
long	ns	26APR16	48101	ns_26APR16_long_48101	7	2	0.2857142857142857	2	NA	55206116	88377454	13957290	35198	NA	NA	*	2	2	non_unique_compartment	6	5	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	48219	ns_26APR16_long_48219	11	7	0.6363636363636364	2	NA	46753478	161856925	276459	43860	NA	NA	*	0	1	plus	5	7	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	48302	ns_26APR16_long_48302	7	0	0	1	5588210	95435869	101026206	4719821	178802	11549879	868389	chr1	1	2	non_unique_compartment	3	3	plus	0.5714285714285714	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	48680	ns_26APR16_long_48680	2	0	0	1	14334856	8780163	23115783	14334856	6407590	20742446	7927266	chr9	1	2	non_unique_compartment	3	2	plus	1	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	48970	ns_26APR16_long_48970	1	0	0	1	3217085	67415567	70633147	3217085	3217085	3217085	3217085	chr11	0	1	plus	2	1	plus	0	1	Active	1	ns long 26APR16
long	ns	26APR16	49215	ns_26APR16_long_49215	1	1	1	2	NA	28046113	132890958	-Inf	Inf	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	49585	ns_26APR16_long_49585	1	1	1	2	NA	14261	26178257	-Inf	Inf	NA	NA	*	0	2	non_unique_compartment	2	0	minus	NA	1	Inactive	2	ns long 26APR16
long	ns	26APR16	49871	ns_26APR16_long_49871	1	0	0	1	476400	106513952	106991140	476400	476400	476400	476400	chr8	0	1	minus	1	0	minus	0	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	49876	ns_26APR16_long_49876	1	0	0	1	1371427	39059398	40432233	1371427	1371427	1371427	1371427	chr21	0	1	plus	2	1	plus	1	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	50257	ns_26APR16_long_50257	1	1	1	2	NA	38827935	75876116	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Inactive	2	ns long 26APR16
long	ns	26APR16	50306	ns_26APR16_long_50306	3	0	0	1	47994148	102920725	150915186	33745058	14358260	81739206	14249090	chr3	0	1	plus	3	3	plus	0.3333333333333333	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	50322	ns_26APR16_long_50322	3	0	0	1	7738440	3487248	11228230	7738440	6481692	21523884	6047004	chr5	0	1	minus	2	3	minus	0.6666666666666666	1	NA	1	ns long 26APR16
long	ns	26APR16	50379	ns_26APR16_long_50379	5	2	0.4	2	NA	87820447	185263720	1870634	160605	NA	NA	*	0	1	plus	2	2	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	50475	ns_26APR16_long_50475	1	0	0	1	19135087	82625308	101761266	19135087	19135087	19135087	19135087	chr13	1	2	non_unique_compartment	2	1	minus	0	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	51169	ns_26APR16_long_51169	1	0	0	1	666618	740698	1408152	666618	666618	666618	666618	chr3	0	1	minus	1	0	minus	1	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	51896	ns_26APR16_long_51896	2	1	0.5	2	NA	38150724	43062710	150846	150846	NA	NA	*	1	2	non_unique_compartment	3	2	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	52571	ns_26APR16_long_52571	1	1	1	2	NA	55577900	111752234	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	52675	ns_26APR16_long_52675	1	1	1	2	NA	22961842	42788735	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	53097	ns_26APR16_long_53097	1	1	1	2	NA	34749499	75435658	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	53292	ns_26APR16_long_53292	2	1	0.5	2	NA	8103740	134198646	126094721	126094721	NA	NA	*	2	2	non_unique_compartment	3	2	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	53639	ns_26APR16_long_53639	2	1	0.5	2	NA	22088495	169642324	147553527	147553527	NA	NA	*	0	1	minus	3	2	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	53877	ns_26APR16_long_53877	1	0	0	1	30403	235138576	235169080	30403	30403	30403	30403	chr2	0	1	plus	1	0	plus	0	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	53974	ns_26APR16_long_53974	2	0	0	1	2066072	50648992	52716433	2066072	67234	2133306	1998838	chr17	0	1	minus	1	0	minus	0.5	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	54383	ns_26APR16_long_54383	10	2	0.2	2	NA	30916227	70591010	38231079	367370	NA	NA	*	5	2	non_unique_compartment	6	8	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	54516	ns_26APR16_long_54516	1	0	0	1	146446	53236858	53384140	146446	146446	146446	146446	chr4	0	1	minus	1	0	minus	1	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	54660	ns_26APR16_long_54660	2	1	0.5	2	NA	39859676	172738832	11699	11699	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	55240	ns_26APR16_long_55240	1	0	0	1	69442203	15174518	84617564	69442203	69442203	69442203	69442203	chr16	0	2	non_unique_compartment	2	0	NA	1	1	Active	1	ns long 26APR16
long	ns	26APR16	55318	ns_26APR16_long_55318	2	0	0	1	37593469	37913492	75507290	37593469	17902	37611371	37575567	chr9	0	1	plus	2	1	plus	0.5	1	Active	1	ns long 26APR16
long	ns	26APR16	55343	ns_26APR16_long_55343	1	1	1	2	NA	102891366	143850417	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	55919	ns_26APR16_long_55919	1	1	1	2	NA	13158253	211126859	-Inf	Inf	NA	NA	*	0	1	minus	2	1	minus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	56279	ns_26APR16_long_56279	1	1	1	2	NA	130771256	223186528	-Inf	Inf	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	56512	ns_26APR16_long_56512	1	1	1	2	NA	56880839	71837281	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	56780	ns_26APR16_long_56780	2	0	0	1	761463	121390946	122152957	584814	176649	761463	761463	chr6	1	2	non_unique_compartment	2	1	minus	1	1	Inactive	1	ns long 26APR16
long	ns	26APR16	57974	ns_26APR16_long_57974	3	3	1	2	NA	69101460	140716245	-Inf	Inf	NA	NA	*	3	2	non_unique_compartment	2	3	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	58366	ns_26APR16_long_58366	2	0	0	1	16938000	88930420	105868966	16938000	1069423	18007423	15868577	chr13	1	2	non_unique_compartment	2	1	plus	0	1	Inactive	1	ns long 26APR16
long	ns	26APR16	58818	ns_26APR16_long_58818	2	0	0	1	67270684	36367173	103638447	67270684	35638843	102909527	31631841	chr11	0	1	plus	3	2	plus	1	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	58883	ns_26APR16_long_58883	4	2	0.5	2	NA	29998371	38325097	720572	3278	NA	NA	*	2	2	non_unique_compartment	3	2	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	59392	ns_26APR16_long_59392	4	1	0.25	2	NA	1383878	229680360	14997500	323048	NA	NA	*	0	1	minus	3	2	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	60224	ns_26APR16_long_60224	1	0	0	1	5543601	108252575	113796990	5543601	5543601	5543601	5543601	chr12	1	2	non_unique_compartment	2	1	plus	0	1	Active	1	ns long 26APR16
long	ns	26APR16	60598	ns_26APR16_long_60598	1	1	1	2	NA	21111788	54450627	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	60914	ns_26APR16_long_60914	1	1	1	2	NA	29752364	46315638	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	61042	ns_26APR16_long_61042	1	1	1	2	NA	52995579	135478385	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	61232	ns_26APR16_long_61232	1	1	1	2	NA	90960623	123740412	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	61754	ns_26APR16_long_61754	4	2	0.5	2	NA	85003343	170537696	23872900	17336159	NA	NA	*	2	2	non_unique_compartment	5	4	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	61945	ns_26APR16_long_61945	1	0	0	1	319481	164294994	164614659	319481	319481	319481	319481	chr3	0	1	minus	1	0	minus	1	1	Inactive	1	ns long 26APR16
long	ns	26APR16	62404	ns_26APR16_long_62404	4	2	0.5	2	NA	63103953	143192627	2351427	1341537	NA	NA	*	0	1	plus	2	2	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	62519	ns_26APR16_long_62519	1	0	0	1	649246	124139335	124789654	649246	649246	649246	649246	chr7	0	1	minus	1	0	minus	1	1	Inactive	1	ns long 26APR16
long	ns	26APR16	62844	ns_26APR16_long_62844	1	0	0	1	16639	24786636	24803776	16639	16639	16639	16639	chr3	0	1	minus	1	0	minus	0	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	62953	ns_26APR16_long_62953	2	0	0	1	12711018	61064032	73775515	12692774	18244	12711018	12711018	chr1	0	1	minus	2	1	minus	1	1	Inactive	1	ns long 26APR16
long	ns	26APR16	63073	ns_26APR16_long_63073	3	2	0.6666666666666666	2	NA	38026638	233240315	194721233	194721233	NA	NA	*	0	1	plus	4	3	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	63100	ns_26APR16_long_63100	6	2	0.3333333333333333	2	NA	4633426	123614667	73162502	1332778	NA	NA	*	5	2	non_unique_compartment	7	6	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	63437	ns_26APR16_long_63437	1	0	0	1	19054	78353692	78373836	19054	19054	19054	19054	chr15	0	1	plus	1	0	plus	1	1	Active	1	ns long 26APR16
long	ns	26APR16	63948	ns_26APR16_long_63948	1	1	1	2	NA	39084331	50942334	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	64142	ns_26APR16_long_64142	1	1	1	2	NA	36625407	125113123	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	64170	ns_26APR16_long_64170	7	6	0.8571428571428571	2	NA	6374673	86777560	55541216	55541216	NA	NA	*	6	2	non_unique_compartment	4	7	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	64235	ns_26APR16_long_64235	2	0	0	1	14479948	86587911	101068546	14117083	362865	14479948	14479948	chr1	0	1	minus	2	1	minus	0.5	1	Active	1	ns long 26APR16
long	ns	26APR16	64445	ns_26APR16_long_64445	1	0	0	1	511199	57133358	57645057	511199	511199	511199	511199	chr19	0	1	minus	1	0	minus	0	1	NA	1	ns long 26APR16
long	ns	26APR16	64642	ns_26APR16_long_64642	3	0	0	1	434006	118802653	119237423	407247	26759	681715	186297	chr1	0	1	minus	1	0	minus	0.3333333333333333	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	64746	ns_26APR16_long_64746	2	0	0	1	10074945	25609268	35685014	10074945	5044762	15119707	5030183	chr7	1	2	non_unique_compartment	3	2	plus	0.5	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	65581	ns_26APR16_long_65581	1	0	0	1	147352137	12506218	159858837	147352137	147352137	147352137	147352137	chr5	0	1	minus	2	1	minus	0	1	Active	1	ns long 26APR16
long	ns	26APR16	66556	ns_26APR16_long_66556	1	0	0	1	707047	76745255	77452531	707047	707047	707047	707047	chr18	1	2	non_unique_compartment	2	1	minus	1	1	Active	1	ns long 26APR16
long	ns	26APR16	66669	ns_26APR16_long_66669	1	0	0	1	73523	5576413	5650220	73523	73523	73523	73523	chr9	0	1	plus	1	0	plus	1	1	Active	1	ns long 26APR16
long	ns	26APR16	66924	ns_26APR16_long_66924	12	2	0.16666666666666666	2	NA	81276467	113863261	15885866	442368	NA	NA	*	1	2	non_unique_compartment	6	8	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	67090	ns_26APR16_long_67090	1	0	0	1	1324863	187748176	189073395	1324863	1324863	1324863	1324863	chr3	0	1	plus	1	0	plus	1	1	Active	1	ns long 26APR16
long	ns	26APR16	67855	ns_26APR16_long_67855	1	1	1	2	NA	46795506	66088177	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	67965	ns_26APR16_long_67965	1	0	0	1	82202	44421324	44505825	82202	82202	82202	82202	chr15	0	1	plus	1	0	plus	1	1	Active	1	ns long 26APR16
long	ns	26APR16	68359	ns_26APR16_long_68359	1	1	1	2	NA	11905341	56609857	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	68526	ns_26APR16_long_68526	5	0	0	1	24555228	55848795	80404647	22660673	4116126	55448153	1894555	chr14	3	2	non_unique_compartment	5	5	plus	0.6	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	68570	ns_26APR16_long_68570	1	0	0	1	895902	75971394	76867745	895902	895902	895902	895902	chr11	0	1	plus	1	0	plus	1	1	Active	1	ns long 26APR16
long	ns	26APR16	68607	ns_26APR16_long_68607	2	0	0	1	9892604	53468090	63360774	8998272	894332	9892604	9892604	chr15	1	2	non_unique_compartment	2	1	plus	0	1	Active	1	ns long 26APR16
long	ns	26APR16	69261	ns_26APR16_long_69261	1	1	1	2	NA	116723390	136872670	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	69528	ns_26APR16_long_69528	1	0	0	1	58097614	76621128	134718994	58097614	58097614	58097614	58097614	chr10	0	1	plus	2	1	plus	1	1	Active	1	ns long 26APR16
long	ns	26APR16	69867	ns_26APR16_long_69867	1	1	1	2	NA	28271025	74222467	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	70401	ns_26APR16_long_70401	2	1	0.5	2	NA	44749508	53458809	259418	259418	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	70892	ns_26APR16_long_70892	1	1	1	2	NA	32844163	164613516	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	71070	ns_26APR16_long_71070	7	2	0.2857142857142857	2	NA	31645085	135389603	103734012	178231	NA	NA	*	4	2	non_unique_compartment	4	5	minus	NA	3	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	71642	ns_26APR16_long_71642	4	0	0	1	406585	130625389	131032155	406585	54175	820069	120221	chr12	0	1	minus	1	0	minus	0.5	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	72642	ns_26APR16_long_72642	3	0	0	1	5607324	199229529	204837817	5542695	11167	5629658	5607324	chr2	0	1	minus	2	1	minus	0.3333333333333333	1	Inactive	1	ns long 26APR16
long	ns	26APR16	73322	ns_26APR16_long_73322	7	2	0.2857142857142857	2	NA	4930074	56582647	30979425	43728	NA	NA	*	4	2	non_unique_compartment	5	6	minus	NA	3	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	73545	ns_26APR16_long_73545	2	1	0.5	2	NA	17311922	42497568	42793	42793	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	74010	ns_26APR16_long_74010	2	0	0	1	302300	75612442	75915544	302300	160186	462486	142114	chr14	0	1	plus	1	0	plus	0.5	1	Active	1	ns long 26APR16
long	ns	26APR16	74101	ns_26APR16_long_74101	9	1	0.1111111111111111	2	NA	24607518	32712141	6780897	2834	NA	NA	*	0	1	plus	3	2	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	75501	ns_26APR16_long_75501	1	0	0	1	13138428	24250408	37389636	13138428	13138428	13138428	13138428	chr2	0	1	plus	2	1	plus	1	1	Active	1	ns long 26APR16
long	ns	26APR16	75656	ns_26APR16_long_75656	1	1	1	2	NA	32637611	78132769	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 26APR16
long	ns	26APR16	75753	ns_26APR16_long_75753	4	0	0	1	17819667	117013241	134833997	17819667	141912	51350887	16471935	chr4	2	2	non_unique_compartment	3	3	minus	0.5	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	75984	ns_26APR16_long_75984	1	1	1	2	NA	44978361	58633499	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	76221	ns_26APR16_long_76221	2	0	0	1	4564199	40812983	45377561	4564199	838824	5403023	3725375	chr12	0	1	minus	2	1	minus	0.5	3	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	76682	ns_26APR16_long_76682	8	2	0.25	2	NA	46549640	114109999	15962016	1038034	NA	NA	*	3	2	non_unique_compartment	5	7	plus	NA	3	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	77342	ns_26APR16_long_77342	1	1	1	2	NA	93920037	148189950	-Inf	Inf	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	78270	ns_26APR16_long_78270	5	1	0.2	2	NA	53929066	157965405	21138942	32385	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	3	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	78644	ns_26APR16_long_78644	2	0	0	1	13737987	75318462	89057602	13737987	8074509	21812496	5663478	chr13	2	2	non_unique_compartment	2	2	plus	0.5	2	non_unique_chrom_state	1	ns long 26APR16
long	ns	26APR16	78752	ns_26APR16_long_78752	1	1	1	2	NA	13632638	81907311	-Inf	Inf	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	78905	ns_26APR16_long_78905	1	0	0	1	613629	34670661	35285642	613629	613629	613629	613629	chr10	0	1	plus	1	0	plus	0	1	Active	1	ns long 26APR16
long	ns	26APR16	79081	ns_26APR16_long_79081	1	0	0	1	102750	45922862	46026083	102750	102750	102750	102750	chr2	0	1	plus	1	0	plus	0	1	Active	1	ns long 26APR16
long	ns	26APR16	79509	ns_26APR16_long_79509	1	1	1	2	NA	50713393	176831764	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	79880	ns_26APR16_long_79880	1	1	1	2	NA	22388655	29033653	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	79930	ns_26APR16_long_79930	2	0	0	1	1148513	126705132	127854149	1148513	713992	1862505	434521	chr6	0	1	plus	1	0	plus	0.5	1	Inactive	1	ns long 26APR16
long	ns	26APR16	79958	ns_26APR16_long_79958	1	0	0	1	59815	32105336	32165280	59815	59815	59815	59815	chr15	0	1	minus	1	0	minus	0	1	Active	1	ns long 26APR16
long	ns	26APR16	79982	ns_26APR16_long_79982	1	0	0	1	2617849	39083090	41701599	2617849	2617849	2617849	2617849	chr20	0	1	minus	2	1	minus	1	1	Active	1	ns long 26APR16
long	ns	26APR16	80036	ns_26APR16_long_80036	1	1	1	2	NA	19693961	19858875	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16
long	ns	26APR16	80668	ns_26APR16_long_80668	2	1	0.5	2	NA	57587353	121485141	1190864	1190864	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	1	Inactive	2	ns long 26APR16
